Adv Name,Industry,Campaign Name,Total Impressions,Total Clicks,Total Revenue,Month
IDFC Savings,BFSI,OF-13385_IDFC_Saving_Feb'22_Rewards/Mymoneybtf,122417133,38804,58248,Feb'22
Ludo Supreme,Gaming,"OF-13408_LudoNinja_HP,MMBTF,CB,Rewards",8423388,24374,146244,Feb'22
ICICI Securities,BFSI,OF-13426_ICICI securities (Havas)_Homepage/CB,27287275,16397,29829,Feb'22
Gamezy,Gaming,"OF-13487_Gamezy_Reward,MMBTF,CB",3648590,8701,34822,Feb'22
Gamezy,Gaming,"OF-13488_Gamezy-ROI_Reward,MMBTF,CB",3759350,9413,56133,Feb'22
Epifi,BFSI,OF-13503_Epifi_Home ATF/Post Trnx,24296286,51150,102300,Feb'22
IDFC CC,BFSI,"OF-13526_Sokrati-IDFC CC_HomeBTF,MMBTF",1618553,11184,44736,Feb'22
CoinDCX,BFSI,"OF-13571_CoinDcx_MMBTF,CBC,CB",101739059,81105,130335,Feb'22
Upstox,BFSI,"OF-13582_Affinity(Veve)-Upstox_HomeBTF,MMBTF,Reward",1491971,3254,16242,Feb'22
Gamezy,Gaming,OF-9093_Gamezy__4thJune,169423,1130,0,Feb'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,20557,290,0,Feb'22
Gamezy,Gaming,OF-12212_Gamezy Poker,1979,21,0,Feb'22
IDFC_First,BFSI,OF-12281_IDFCFirst_18thNov,3295,22,0,Feb'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",51589,205,0,Feb'22
Apple,Telecom & Utility,OF-12521_Apple,12814411,360798,0,Feb'22
IDFC_First,BFSI,OF-12636_Sokrati-IDFC First Savings,273,8,0,Feb'22
Performics-Axis CC,BFSI,OF-12689_Performics-AxisCC_Homemasthead,1497744,971,3292,Feb'22
Ludo_Gold,Gaming,OF-12868_Ludo Gold_1stJan,562048,10788,0,Feb'22
Ludo Supreme,Gaming,OF-12933_Ludo Ninja_3rdJan,402714,8025,0,Feb'22
Junglee Rummy,Gaming,"OF-13037_JungleeRummy_HomeATF,Rewards",144173,197,0,Feb'22
IIFL,BFSI,OF-13038_Veve (IIFL)_Rewards,56006,1271,0,Feb'22
HDFC,BFSI,"OF-13071_HDFC_Reward,MyMoney,CB,HomeATF",9147,196,0,Feb'22
Jupiter,BFSI,"OF-13113_Jupiter_HP, MMBTF, Rewards",28283,1315,1973,Feb'22
CoinSwitch,BFSI,"OF-13114_Coinswitch_HPBTF,MMBTF",17461,376,883,Feb'22
Citibank,BFSI,OF-13134_Citibank_CB,52446,996,0,Feb'22
Upstox,BFSI,"OF-13136_Upstox_Rewards,MMBTF,HP,HomeBTF",5475086,15177,0,Feb'22
Dhan,BFSI,OF-13145_Dhan_HomMasthHead,25033133,30375,60254,Feb'22
Dhan,BFSI,OF-13146_Dhan_HomeBTF,6620926,26760,132009,Feb'22
zomato,FnB,OF-13151_Zomato_Reward,25055797,41011,69930,Feb'22
UNI Cards,BFSI,OF-13179_Ethinos-UNI Card_HomeBTF,6547871,28778,136089,Feb'22
Navi MF,BFSI,OF-13180_Navi PL_CBC,90249,2498,0,Feb'22
Lenskart,e-Commerce,"OF-13234_Lenskart_HP,CB,PostTxn",3868,31,0,Feb'22
Ludo_Gold,Gaming,OF-13346_Ludo Gold_Homemasthead/Rewards/Mymoney BTF/CB,802372972,1034590,6067251,Feb'22
PayTM First Games,Gaming,"OF-13351_PaytmGames_Banner_Feb'22_Home BTF, Rewards,Mymoney BTF, CB",676527726,120890,953510,Feb'22
Hotstar,OTT & Entertainment,OF-13362_Hotstart_Homepage/CB/PT,12101,86,545,Feb'22
Jupiter,BFSI,"OF-13369_Jupiter_HP,CB,PT,CBC",392030228,947591,1127404,Feb'22
Citibank,BFSI,"OF-13387_Citibank_CB, PT, CBC",10080097,6023,12046,Feb'22
Zepto,e-Commerce,"OF-13407_Zepto_HomeMastHead,PostTxn",22666781,88368,242214,Feb'22
Ludo Supreme,Gaming,"OF-13408_LudoNinja_HP,MMBTF,CB,Rewards",334941782,401016,2406096,Feb'22
KFC,FnB,OF-13419_KFC_Post Txn,13374694,24100,112672,Feb'22
ICICI Securities,BFSI,OF-13426_ICICI securities (Havas)_Homepage/CB,35071543,66992,121871,Feb'22
PlayerZpot,Gaming,OF-13429_Playerzpot_Rewards,8566558,31409,176328,Feb'22
Vane Heusen,Offline Retail,"OF-13433_Van Heusen_Reward,MMBTF,CB",167494,999,4995,Feb'22
Jupiter,BFSI,"OF-13465_Jupiter_HomeBTF,MMBTF,Reward",6125275,21163,104004,Feb'22
5paisa,BFSI,"OF-13485_Affinity(veve) -5 paisa_HomeBTF,MMBTF",1097973,4268,16370,Feb'22
Motilal,BFSI,OF-13486_Affinity(veve)-Motilal Oswal_HomeBTF_MMBTF,1125588,4089,16468,Feb'22
Gamezy,Gaming,"OF-13487_Gamezy_Reward,MMBTF,CB",353919947,128086,512615,Feb'22
Gamezy,Gaming,"OF-13488_Gamezy-ROI_Reward,MMBTF,CB",280788650,88633,528546,Feb'22
Epifi,BFSI,OF-13503_Epifi_Home ATF/Post Trnx,31749239,104338,208676,Feb'22
IDFC CC,BFSI,"OF-13526_Sokrati-IDFC CC_HomeBTF,MMBTF",7910260,22579,90316,Feb'22
CoinDCX,BFSI,"OF-13571_CoinDcx_MMBTF,CBC,CB",658946,2716,4365,Feb'22
Upstox,BFSI,"OF-13582_Affinity(Veve)-Upstox_HomeBTF,MMBTF,Reward",1214916,1399,6983,Feb'22
Standard chartered,BFSI,OF-13585_iProspect-Standard Chartered_HomeBTF,552873,1632,13056,Feb'22
RummyCulture,Gaming,"OF-13602_Rummy Culture_Reward,PostTxn",6464706,9374,40062,Feb'22
Dhani_DOF,BFSI,OF-13640_Dhani_StocksCampaign_FOC_Trail_Feb22-HomeBTF6,159078,577,582,Feb'22
Gamezy,Gaming,OF-9093_Gamezy__4thJune,16591,248,0,Feb'22
IDFC Savings,BFSI,OF-13385_IDFC_Saving_Feb'22_Rewards/Mymoneybtf,110824,314,471,Feb'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,103,0,0,Feb'22
Gamezy,Gaming,OF-12212_Gamezy Poker,1859,20,0,Feb'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",0,58,0,Feb'22
Apple,Telecom & Utility,OF-12521_Apple,3283708,28034,0,Feb'22
Performics-Axis CC,BFSI,OF-12689_Performics-AxisCC_Homemasthead,12812263,29643,100508,Feb'22
Ludo_Gold,Gaming,OF-12868_Ludo Gold_1stJan,130783,1602,0,Feb'22
Ludo Supreme,Gaming,OF-12933_Ludo Ninja_3rdJan,67911,1359,0,Feb'22
IIFL,BFSI,OF-13038_Veve (IIFL)_Rewards,67920,968,0,Feb'22
HDFC,BFSI,"OF-13071_HDFC_Reward,MyMoney,CB,HomeATF",6339,52,0,Feb'22
Jupiter,BFSI,"OF-13113_Jupiter_HP, MMBTF, Rewards",10531,451,677,Feb'22
Upstox,BFSI,"OF-13136_Upstox_Rewards,MMBTF,HP,HomeBTF",755777,1354,0,Feb'22
Ludo_Gold,Gaming,OF-13346_Ludo Gold_Homemasthead/Rewards/Mymoney BTF/CB,13656278,40674,238529,Feb'22
PayTM First Games,Gaming,"OF-13351_PaytmGames_Banner_Feb'22_Home BTF, Rewards,Mymoney BTF, CB",1376102,3845,30327,Feb'22
Jupiter,BFSI,"OF-13369_Jupiter_HP,CB,PT,CBC",131683381,599030,712700,Feb'22
IDFC Savings,BFSI,OF-13385_IDFC_Saving_Feb'22_Rewards/Mymoneybtf,1315332,2645,3970,Feb'22
Ludo Supreme,Gaming,"OF-13408_LudoNinja_HP,MMBTF,CB,Rewards",137590543,271007,1626042,Feb'22
ICICI Securities,BFSI,OF-13426_ICICI securities (Havas)_Homepage/CB,5949803,26278,47805,Feb'22
Gamezy,Gaming,"OF-13487_Gamezy_Reward,MMBTF,CB",2337889,7374,29512,Feb'22
Gamezy,Gaming,"OF-13488_Gamezy-ROI_Reward,MMBTF,CB",1965656,7511,44790,Feb'22
Epifi,BFSI,OF-13503_Epifi_Home ATF/Post Trnx,2912257,759,1518,Feb'22
IDFC CC,BFSI,"OF-13526_Sokrati-IDFC CC_HomeBTF,MMBTF",1768100,5723,22892,Feb'22
CoinDCX,BFSI,"OF-13571_CoinDcx_MMBTF,CBC,CB",63454390,93713,150596,Feb'22
Upstox,BFSI,"OF-13582_Affinity(Veve)-Upstox_HomeBTF,MMBTF,Reward",716954,2478,12369,Feb'22
Gamezy,Gaming,OF-9093_Gamezy__4thJune,10033,90,0,Feb'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,4478,12,0,Feb'22
Gamezy,Gaming,OF-12212_Gamezy Poker,0,18,0,Feb'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",93097,160,0,Feb'22
Performics-Axis CC,BFSI,OF-12689_Performics-AxisCC_Homemasthead,26827632,56302,190899,Feb'22
Ludo_Gold,Gaming,OF-12868_Ludo Gold_1stJan,58053,191,0,Feb'22
Ludo Supreme,Gaming,OF-12933_Ludo Ninja_3rdJan,28983,167,0,Feb'22
IIFL,BFSI,OF-13038_Veve (IIFL)_Rewards,41600,165,0,Feb'22
Upstox,BFSI,"OF-13136_Upstox_Rewards,MMBTF,HP,HomeBTF",10860,13,0,Feb'22
PayTM First Games,Gaming,"OF-13351_PaytmGames_Banner_Feb'22_Home BTF, Rewards,Mymoney BTF, CB",20004323,42727,337006,Feb'22
IDFC Savings,BFSI,OF-13385_IDFC_Saving_Feb'22_Rewards/Mymoneybtf,57497720,140282,210576,Feb'22
Gamezy,Gaming,OF-9093_Gamezy__4thJune,0,17,0,Feb'22
Gamezy,Gaming,OF-12212_Gamezy Poker,480,13,0,Feb'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",34190,644,0,Feb'22
IDFC Savings,BFSI,OF-13385_IDFC_Saving_Feb'22_Rewards/Mymoneybtf,23716650,42083,63170,Feb'22
Gamezy,Gaming,OF-9093_Gamezy__4thJune,549,5,0,Feb'22
Onecard,BFSI,OF-12857_FPL Technologies (Onecard)_24thdecember,411,33,0,Feb'22
Onecard,BFSI,OF-12858_FPL Technologies (Onecard)_24thdecember,180,34,0,Feb'22
Ludo_Gold,Gaming,OF-12867_LudoGold_Homemasthead,76422,920,0,Feb'22
Gamezy,Gaming,OF-12870_GamezyRummy_2ndJan,22868,191,0,Feb'22
Rummy Circle,Gaming,OF-12924_Rummy Circle_HomeBTF 01,109622,852,0,Feb'22
Ludo_Gold,Gaming,OF-12934_Ludo Supreme Gold_HomeBTF,6931,124,0,Feb'22
KFC,FnB,OF-12988_KFC_Wednesday Offer,22102,378,0,Feb'22
Dhani_DOF,BFSI,OF-13015_Dhani_DOF_Homepage BTF,29096,394,1182,Feb'22
CoinSwitch,BFSI,OF-13116_Coinswitch_CB,47925342,57690,144225,Feb'22
CoinSwitch,BFSI,OF-13117_Coinswitch_HomeMastHead,104143,8108,0,Feb'22
PayTM First Games,Gaming,OF-13143_PayTM First Games_Homepage masthead,64345,946,0,Feb'22
My11Circle,Gaming,OF-13156_My11Circle_HomeMastHead,1123,14,0,Feb'22
My11Circle,Gaming,OF-13157_My11Circle_HomeBTF,366,4,0,Feb'22
My11Circle,Gaming,OF-13158_My11Circle_Rewards,2933,5,0,Feb'22
My11Circle,Gaming,OF-13159_My11Circle_MymoneyBTF,1714,0,0,Feb'22
Xiaomi,OEMs,OF-13164_Xiaomi_HomeMastHead,5176,50,0,Feb'22
Matrix,e-Commerce,OF-13167_BigBazaar_HomeMastHead,13289,441,0,Feb'22
Navi MF,BFSI,OF-13181_Navi PL_HomeBTF,15105,480,0,Feb'22
Gamezy,Gaming,OF-13184_GamezyFantasy_HomeMastHead,808,6,0,Feb'22
Ludo_Gold,Gaming,OF-13188_Ludo Gold_HomeBTF,1248,35,0,Feb'22
Hotstar,OTT & Entertainment,OF-13217_Hotstar,40785310,169421,0,Feb'22
Ludo_Gold,Gaming,OF-13249_LudoGold_HomeBTF,2119,31,0,Feb'22
CoinDCX,BFSI,OF-13264_Coin DCX_HomeMastHead,28424,2763,0,Feb'22
CoinDCX,BFSI,OF-13266_CoinDCX_HomeMastHead,35659,2909,0,Feb'22
CoinDCX,BFSI,OF-13267_CoinDCX_HomeMastHead,211332,13364,0,Feb'22
CoinDCX,BFSI,OF-13268_CoinDCX_HomeMastHead,420329,13340,0,Feb'22
Ace2three,Gaming,OF-13271_ Ace2Three_HomeMastHead,1208569,17330,0,Feb'22
ICICI Homeloan,BFSI,OF-13272_ICICI HomeLoans_HomeBTF,40839375,90149,391085,Feb'22
Ludo_Gold,Gaming,OF-13279_Ludo Gold_HomeBTF(CPM),27855,679,1811,Feb'22
Ludo_Gold,Gaming,OF-13280_LudoGold_HomeMastHead(CPD),135345,2126,0,Feb'22
Bajaj,BFSI,OF-13293_Bajaj Finserv PL_HomeATF,23358077,53345,0,Feb'22
Hotstar,OTT & Entertainment,OF-13314_Hotstar,5817120,26696,261770,Feb'22
Ludo_Gold,Gaming,OF-13345_Ludo Gold_HomeMastHead,486273989,1054675,10000000,Feb'22
PayTM First Games,Gaming,OF-13350_PayTM First Games_Homepage masthead,106088624,215163,2400000,Feb'22
Rummy Circle,Gaming,OF-13357_RummyCircle_MyMoneyBTF,33248447,51547,1828665,Feb'22
Rummy Circle,Gaming,OF-13359_RummyCircle_Rewards,81023873,101598,711186,Feb'22
GPRC,Telecom & Utility,OF-13363_GPRC,2277547,39034,0,Feb'22
Ludo_Gold,Gaming,OF-13366_Ludo Gold_Homepage BTF,49050924,192749,4000000,Feb'22
LoanTap,BFSI,OF-13367_LoanTap_Feb'22_Banner_Rewards,22385137,47837,218000,Feb'22
Gamezy,Gaming,OF-13376_Gamezy_HomeMastHead,248100784,493620,2250000,Feb'22
Meesho,e-Commerce,OF-13390_Meesho_HomeMastHead,154341934,362196,2700000,Feb'22
Hotstar,OTT & Entertainment,OF-13409_Hotstar,282847806,779791,2997000,Feb'22
Ace2three,Gaming,OF-13460_Ace2Three_HomeMastHead,311316278,701991,5400000,Feb'22
HDFC HL,BFSI,OF-13470_HDFC HL_HomePage BTF,17971237,54243,271215,Feb'22
Dhani_DOF,BFSI,OF-13475_Dhani DOF_HomeBTF,402012,2996,9987,Feb'22
Orchids International Schools,Edtech,OF-13509_Orchid International School_Check Balance,12607860,6253,296245,Feb'22
Mcaffeine,e-Commerce,OF-13535_Mcaffeine_HomeMastHead3,42597789,98468,250000,Feb'22
Xiaomi,OEMs,OF-13536_Xiaomi_HomeMasttHead,159053858,826546,2500000,Feb'22
Meesho,e-Commerce,OF-13537_Meesho,138305049,404766,3500000,Feb'22
Croma,OEMs,OF-13545_Croma_HomeMasthead-3,10324624,26927,161562,Feb'22
PUMA,e-Commerce,OF-13546_PUMA,3,0,0,Feb'22
Playship,Gaming,OF-13565_Playship_PostTxn,100233682,366400,500000,Feb'22
GPRC,Telecom & Utility,OF-13567_GPRC,22150368,55092,0,Feb'22
Ludo_Gold,Gaming,OF-13572_LudoGold_HomeBTF,3382349,23569,400000,Feb'22
Ace2three,Gaming,OF-13584_Ace2Three_HomeBTF,24079387,40039,1600000,Feb'22
Oneplus,OEMs,OF-13598_One Plus_HomeATF,92970435,163400,980400,Feb'22
RummyCulture,Gaming,OF-13603_Rummy Culture_HomeMastHead,7682177,6769,0,Feb'22
RummyCulture,Gaming,OF-13604_Rummy Culture_HomeATF,145684697,251928,900000,Feb'22
Gamezy,Gaming,OF-13605_Gamezy_HomeMastHead,91164270,220370,1500000,Feb'22
GetMega,Gaming,OF-13606_Getmega_HomeMastHead,91880521,226240,1500000,Feb'22
PayTM First Games,Gaming,OF-13607_Paytm First Games_HomeMastHead,187894410,395955,3000000,Feb'22
Dominos,FnB,OF-13612_Dominos_HomeMasthead,71369913,261175,1000000,Feb'22
Ludo_Gold,Gaming,OF-13625_Ludo Gold_HomeBTF,17931774,136965,800000,Feb'22
Gamezy,Gaming,OF-13628_Gamezy_CBC,34202459,86486,300000,Feb'22
GPRC,Telecom & Utility,OF-13641_GPRC,67110484,189251,0,Feb'22
Ludo_Gold,Gaming,OF-13647_Ludo Gold_HomeMastHead,566904027,1465666,6000000,Feb'22
CoinDCX,BFSI,OF-13672_Coin DCX_HomePageMasthead,143276244,437275,2000000,Feb'22
Croma,e-Commerce,OF-13673_Croma_HomeMasttHead,89925586,264549,500000,Feb'22
Rummy Circle,Gaming,OF-13690_Rummy Circle_HomeATF,35162298,52196,365372,Feb'22
Cashe,BFSI,OF-13713_Cashe_HomeBTF,3059495,16264,81320,Feb'22
Dominos,FnB,OF-13718_Dominos_HomemastHead,42920135,100488,1000000,Feb'22
Freo,BFSI,OF-13738_Freo_HomeBTF,436323,3408,17040,Feb'22
Freo,BFSI,OF-13739_Freo_CB,26181288,16408,32500,Feb'22
Gamezy,Gaming,OF-13743_Gamezy_HomeMasthead,33526178,39244,750000,Feb'22
Ludo_Gold,Gaming,OF-13751_ Ludo Gold_FOC_HomeMasthead,5785850,13618,0,Feb'22
Oneplus,OEMs,OF-13769_One Plus_HomeATF,17461089,54005,324030,Feb'22
Zebpay,BFSI,OF-13770_Zebpay_CB_3,43989694,29108,1000000,Feb'22
EatFit,FnB,OF-13794_EatFit_PostTxn,11558332,22850,30000,Feb'22
CoinSwitch,BFSI,OF-13814_Coinswitch_HomemastHead,122413158,368941,2500000,Feb'22
Witzeal-Big cash,Gaming,OF-13818_Witzeal- Big cash_HomemastHead,99656633,222514,1800000,Feb'22
Hotstar,OTT & Entertainment,OF-13846_Hotstar_HomeATF,11519373,29266,400000,Feb'22
Ludo Supreme,Gaming,"OF-13871_LudoNinja_CB,Rewards,MMBTF,HPTop",1,1,6,Feb'22
PlayerZpot,Gaming,OF-13008_Playerzpot_Rewards_CB,133418,443,0,Feb'22
Sharekhan,BFSI,OF-13013_Sharekhan_MyMoneyBTF,212459,236,0,Feb'22
Junglee Rummy,Gaming,"OF-13036_JungleRummy_HomeBTF,MyMoneyBTF",4144,41,0,Feb'22
CoinDCX,BFSI,OF-13137_CoinDCX_PostTxn/CB,7154,327,0,Feb'22
Bajaj,BFSI,"OF-13142_Momentus-Bajaj PL_HPATF,HPBTF",166,2,0,Feb'22
5paisa,BFSI,"OF-13152_Affinity(Veve)-5 paisa_HomeBTF,HP,MMBTF",1224,108,540,Feb'22
boAt,OEMs,OF-13245_Boat_CBC_PostTxn,7088,86,0,Feb'22
Rummy Circle,Gaming,OF-13356_RummyCircle_HomeBTF,5601549,9177,336093,Feb'22
Meesho,e-Commerce,OF-13391_Meesho_CBC_PT,16227140,34877,439430,Feb'22
Chaupal,OTT & Entertainment,OF-13423_Chaupal TV_HomeATF,8624103,15229,344964,Feb'22
HowZat_MyMoney,Gaming,"OF-13441_Howzat_Home ATF,BTF",47176360,65783,282375,Feb'22
Onecard,BFSI,"OF-13471_Onecard_HomeMasThead,CB",56481163,79182,200000,Feb'22
Onecard,BFSI,OF-13550_Onecard_MMBTF_CB,679542,3365,12765,Feb'22
Aha,OTT & Entertainment,OF-13568_Aha,1656670,2201,8166,Feb'22
My11Circle,Gaming,OF-13579_My11Circle_CB,7332732,8278,20546,Feb'22
My11Circle,Gaming,OF-13580_CB/CBC_My11Circle,1495095,549,276,Feb'22
Licious,e-Commerce,"OF-13619_Licious_Reward,HomeATF",16773113,32074,192444,Feb'22
CoinSwitch,BFSI,OF-13629_Coinswitch_HomePage BTF/Rewards,4186076,6492,209304,Feb'22
CoinSwitch,BFSI,OF-13630_Coinswitch_CheckBalanace/CBC,166949386,165320,413300,Feb'22
Mojo,e-Commerce,"OF-13636_Mojo Care_Reward,CB",29608804,6594,46158,Feb'22
My11Circle,Gaming,OF-13670_My11Circle_CB/CBC,7877066,8598,51588,Feb'22
WOW SKin,e-Commerce,OF-13682_WOW SKIN_HomeMastHead,26729591,77517,257541,Feb'22
Cashe,BFSI,"OF-13714_Cashe_CBC,PT",71356799,244731,139432,Feb'22
Pharmeasy,Health & wellness,"OF-13767_Pharmeasy_HomeBTF,Reward",1139012,2461,17227,Feb'22
Apollo 247,Health & wellness,OF-13771_Apollo 247_HomeATE/HomeBTF,73279,292,1460,Feb'22
IDFC_First,BFSI,OF-12281_IDFCFirst_18thNov,9480,30,0,Feb'22
IDFC_First,BFSI,OF-12636_Sokrati-IDFC First Savings,544,4,0,Feb'22
Junglee Rummy,Gaming,"OF-13037_JungleeRummy_HomeATF,Rewards",246209,4389,0,Feb'22
CoinSwitch,BFSI,"OF-13114_Coinswitch_HPBTF,MMBTF",55833,2863,2823,Feb'22
Citibank,BFSI,OF-13134_Citibank_CB,5131,142,0,Feb'22
Dhan,BFSI,OF-13145_Dhan_HomMasthHead,94450454,205046,406747,Feb'22
Dhan,BFSI,OF-13146_Dhan_HomeBTF,4401458,15169,74830,Feb'22
zomato,FnB,OF-13151_Zomato_Reward,52403320,215522,367495,Feb'22
UNI Cards,BFSI,OF-13179_Ethinos-UNI Card_HomeBTF,3388832,10846,51290,Feb'22
Navi MF,BFSI,OF-13180_Navi PL_CBC,2365,6636,0,Feb'22
Lenskart,e-Commerce,"OF-13234_Lenskart_HP,CB,PostTxn",2,6,0,Feb'22
Hotstar,OTT & Entertainment,OF-13362_Hotstart_Homepage/CB/PT,17178,42,773,Feb'22
Citibank,BFSI,"OF-13387_Citibank_CB, PT, CBC",40472529,135574,271148,Feb'22
Zepto,e-Commerce,"OF-13407_Zepto_HomeMastHead,PostTxn",26393825,57192,156761,Feb'22
KFC,FnB,OF-13419_KFC_Post Txn,12184,28,103,Feb'22
PlayerZpot,Gaming,OF-13429_Playerzpot_Rewards,31925276,111636,626718,Feb'22
Vane Heusen,Offline Retail,"OF-13433_Van Heusen_Reward,MMBTF,CB",79647,751,3755,Feb'22
Jupiter,BFSI,"OF-13465_Jupiter_HomeBTF,MMBTF,Reward",3662484,8272,40652,Feb'22
5paisa,BFSI,"OF-13485_Affinity(veve) -5 paisa_HomeBTF,MMBTF",3455568,10247,39302,Feb'22
Motilal,BFSI,OF-13486_Affinity(veve)-Motilal Oswal_HomeBTF_MMBTF,3454934,9548,38455,Feb'22
Standard chartered,BFSI,OF-13585_iProspect-Standard Chartered_HomeBTF,127592,189,1512,Feb'22
RummyCulture,Gaming,"OF-13602_Rummy Culture_Reward,PostTxn",87873241,188603,806041,Feb'22
Dhani_DOF,BFSI,OF-13640_Dhani_StocksCampaign_FOC_Trail_Feb22-HomeBTF6,12055301,46912,47282,Feb'22
Apple,Telecom & Utility,OF-12521_Apple,1929,8,0,Feb'22
HDFC,BFSI,"OF-13071_HDFC_Reward,MyMoney,CB,HomeATF",1345,5,0,Feb'22
Jupiter,BFSI,"OF-13113_Jupiter_HP, MMBTF, Rewards",5383,103,155,Feb'22
Ludo_Gold,Gaming,OF-13346_Ludo Gold_Homemasthead/Rewards/Mymoney BTF/CB,324669629,596051,3495482,Feb'22
Jupiter,BFSI,"OF-13369_Jupiter_HP,CB,PT,CBC",275558841,382442,455013,Feb'22
Ludo Supreme,Gaming,"OF-13408_LudoNinja_HP,MMBTF,CB,Rewards",20997,73,438,Feb'22
ICICI Securities,BFSI,OF-13426_ICICI securities (Havas)_Homepage/CB,166651,272,495,Feb'22
Gamezy,Gaming,"OF-13487_Gamezy_Reward,MMBTF,CB",29304433,105707,423051,Feb'22
Gamezy,Gaming,"OF-13488_Gamezy-ROI_Reward,MMBTF,CB",19038715,62135,370530,Feb'22
Epifi,BFSI,OF-13503_Epifi_Home ATF/Post Trnx,960270,2189,4378,Feb'22
IDFC CC,BFSI,"OF-13526_Sokrati-IDFC CC_HomeBTF,MMBTF",8914763,22597,90388,Feb'22
CoinDCX,BFSI,"OF-13571_CoinDcx_MMBTF,CBC,CB",100150812,444747,714704,Feb'22
Upstox,BFSI,"OF-13582_Affinity(Veve)-Upstox_HomeBTF,MMBTF,Reward",72698067,133180,664756,Feb'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,923,20,0,Feb'22
Gamezy,Gaming,OF-12212_Gamezy Poker,31050,73,0,Feb'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",184745,194,0,Feb'22
Performics-Axis CC,BFSI,OF-12689_Performics-AxisCC_Homemasthead,10681977,48275,163682,Feb'22
Ludo_Gold,Gaming,OF-12868_Ludo Gold_1stJan,3486,93,0,Feb'22
Ludo Supreme,Gaming,OF-12933_Ludo Ninja_3rdJan,3038,95,0,Feb'22
IIFL,BFSI,OF-13038_Veve (IIFL)_Rewards,13219,59,0,Feb'22
Upstox,BFSI,"OF-13136_Upstox_Rewards,MMBTF,HP,HomeBTF",1165296,2460,0,Feb'22
PayTM First Games,Gaming,"OF-13351_PaytmGames_Banner_Feb'22_Home BTF, Rewards,Mymoney BTF, CB",29635849,83138,655744,Feb'22
IDFC Savings,BFSI,OF-13385_IDFC_Saving_Feb'22_Rewards/Mymoneybtf,7941477,23692,35564,Feb'22
Gamezy,Gaming,OF-9093_Gamezy__4thJune,52057,129,0,Feb'22
WOW SKin,Retail,"OCM-1252_WOW_HomeMasthead,CBC,PostTxn",2,1,0,Jan'22
WOW SKin,Retail,"OCM-1252_WOW_HomeMasthead,CBC,PostTxn",1,1,0,Jan'22
WOW SKin,Retail,"OCM-1252_WOW_HomeMasthead,CBC,PostTxn",1,0,0,Jan'22
INDMoney,BFSI,OF-11595_INDMoney_Jan'22,9842892,32136,160680,Jan'22
INDMoney,BFSI,OF-11595_INDMoney_Jan'22,14181560,33739,168695,Jan'22
INDMoney,BFSI,OF-11595_INDMoney_Jan'22,5582423,23003,115015,Jan'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,21992075,39212,67704,Jan'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,17137,49,85,Jan'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,70218729,58360,100765,Jan'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,7575106,18213,31447,Jan'22
Gamezy,Gaming,OF-12212_Gamezy Poker,13100699,26565,159390,Jan'22
Gamezy,Gaming,OF-12212_Gamezy Poker,2749962,10324,61944,Jan'22
Gamezy,Gaming,OF-12212_Gamezy Poker,18505564,7315,43890,Jan'22
Gamezy,Gaming,OF-12212_Gamezy Poker,1030205,1862,11172,Jan'22
IDFC_First,BFSI,OF-12281_IDFCFirst_18thNov,10660860,67562,166656,Jan'22
IDFC_First,BFSI,OF-12281_IDFCFirst_18thNov,1251671,6523,16090,Jan'22
IDFC_First,BFSI,OF-12281_IDFCFirst_18thNov,16007003,55642,137253,Jan'22
Angel Broking,BFSI,OF-12290_GroupM-Angel Broking_22ndNov,2,0,0,Jan'22
Angel Broking,BFSI,OF-12290_GroupM-Angel Broking_22ndNov,13,0,0,Jan'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",36776361,116566,513750,Jan'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",10540649,33656,148334,Jan'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",56381298,204557,901558,Jan'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",95548584,160247,706268,Jan'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",21324049,37259,164214,Jan'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",614217136,128393,565875,Jan'22
Rummy Circle,Gaming,OF_12451_RummyCircle_Rewards,18801808,24085,168595,Jan'22
Rummy Circle,Gaming,OF_12452_RummyCircle_MyMoneyBTF,37461587,57281,2060387,Jan'22
